Zona,Immuebla,Edificio,Uso,Calle,Calle2,Colonia,Delegación/Colonia,Año estimado de construcción,Número de pisos:,Sistema estructural,Periodo estimado de la estructura (Te),Periodo estimado del suelo (Ts),amax Estructura,amax Suelo,Cociente Te/Ts,Daño,Daño en Estructuras,Observaciones,Agravante de los daños,MM,Geometry
17E,17E|NZA_08,"Casa 2, Nezahualcoyotl",Barda,Lago Patzcuaro 208,AV. Chimalhuacan y Virgen del Sagrado Corazon de Jesus,Agua Azul,Nezahualcóyotl,,2,Muros de mampostería confinada,0.158,,,,,Colapso total,Barda,Colapso total de barda en la parte superior.,Autoconstrucción / Ampliaciones,57300,"POLYGON((-99.0341910857476 19.4156818869563, -99.03421107322 19.4156112169644, -99.0344916116726 19.4157332833141, -99.0344637719788 19.4158025256293))"
17E,17E|NZA_06,"Casa 1, Nezahualcoyotl",Barda,Calle 26 6,6A Avenida y Aureliano Ramos,El Sol,Nezahualcóyotl,,2,Muros de mampostería confinada,0.158,,,,,Colapso total,Barda,Colapso de la barda superior,Autoconstrucción / Ampliaciones,57200,"POLYGON((-99.0376121428339 19.4301654153168, -99.0376245160311 19.4301240126952, -99.0378434264437 19.4301873063582, -99.0378305773542 19.4302258536263))"
17E,17E|NZA_05,Secundaria Filomeno Mata,Salon y Barda,Av Aeropuerto MZ 1 Lt 22,Av. Taximetros y Gral. Guadalupe Victoria,Lazaro Cardenas,Nezahualcóyotl,,2,Muros de mampostería confinada,0.158,,,,,Graves,"Grietas grandes en muros, trabes o columnas",Daño en techo y barda perimetral.,Autoconstrucción / Ampliaciones,57138,"POLYGON((-99.0445216281505 19.4602318039866, -99.0445858735977 19.4601290112711, -99.0445873012742 19.4601275835944, -99.0447057984323 19.4601946843949, -99.044645836015 19.4603074708466))"
17E,17E|NZA_03,Primaria Mariano Matamoros,Barda,Vicente Guerrero S/N,Av Pantitlan y Coatepec,Las Fuentes,Nezahualcóyotl,,1,Muros de mampostería confinada,0.079,,,,,Graves,Barda,"Daño en barda perimetral, se tuvo que tirar.",Autoconstrucción / Ampliaciones,57600,"POLYGON((-99.0382156068618 19.4028985470149, -99.0383976356287 19.4025202127149, -99.0391209917744 19.4028283529152, -99.0389377732771 19.4032114461372))"
17E,17E|NZA_01,Primaria Federalizada Agustin Melgar,Barda,Ixtapan S/N,Coatepec y Calle Bravo,Atlacomulco,Nezahualcóyotl,,1,Muros de mampostería confinada,0.079,,,,,Colapso total,Barda,"Caida de barda perimetral, incluyendo el acceso a la escuela",Autoconstrucción / Ampliaciones,57720,"POLYGON((-99.0353038333438 19.4001171864814, -99.0358201763821 19.3990749825607, -99.036188992838 19.3992558215973, -99.0356869265658 19.4002742309078))"
17E,17E|NZA_09,Primaria 5 de Febrero,Barda,Linda Vista S/N,Gta. de Colon y calle Escondida,Villada,Nezahualcóyotl,,2,Muros de mampostería confinada,0.158,,,,,Graves,Barda,Inclinacion de a barda,Autoconstrucción / Ampliaciones,57718,"POLYGON((-99.0020924013928 19.39373086553, -99.0023731777915 19.3932169019527, -99.0026872666443 19.3933596696132, -99.0024045866767 19.3938783921125))"
17E,17E|NZA_02,Secundaria  261 Ricardo Bell,Barda,Calle Caballo Bayo 320,Av. Dr Gustavo Baz y Las Mañanitas,Benito Juárez,Nezahualcóyotl,,1,Muros de mampostería confinada,0.079,,,,,Colapso total,Barda,Caida de barda divisoria.,Autoconstrucción / Ampliaciones,57000,"POLYGON((-99.0135944208124 19.4162242633613, -99.0136188102877 19.4161612076446, -99.0137574138913 19.4162242633613, -99.0137246963024 19.4162879139432))"
17E,17E|NZA_04,Primaria Lic. Benito Juarez,Barda,Corrido del Nte. 210,Calle Rielera y La Texanita,Benito Juárez,Nezahualcóyotl,,1,Muros de mampostería confinada,0.079,,,,,Graves,Barda,"Averia en barda perimetral, se mando a tirar.",Autoconstrucción / Ampliaciones,57000,"POLYGON((-98.9942852040444 19.4130633494508, -98.9944641395122 19.4127054785154, -98.9951532314194 19.4130366994875, -98.9949590674013 19.4133717275971))"
17E,17E|NZA_07,Primaria Gregorio Torres Quintero,Barda,Texanita 205,La Adelita y La Guerrillera,Benito Juárez,Nezahualcóyotl,,2,Muros de mampostería confinada,0.158,,,,,Colapso total,Barda,"Vencimiento en barda, demolicion",Autoconstrucción / Ampliaciones,57000,"POLYGON((-98.9944641395122 19.4127054785154, -98.9946541300956 19.4123433750049, -98.9948575740115 19.4124421226366, -98.9946684982925 19.4128037062166))"
17E,17E|NZA_10,"Casa 3, Nezahualcoyotl",Casa Habitación,Independencia 30,Av Texcoco y 16 de Sep,Manantiales,Nezahualcóyotl,,2,Muros de mampostería confinada,0.158,,,,,Graves,"Grietas grandes en muros, trabes o columnas",Agrietamientos en los muros,"Irregularidad vertical
Daños previos
Autoconstrucción / Ampliaciones",57930,"POLYGON((-98.9953646068887 19.3706637650134, -98.9953845943612 19.3706214106076, -98.9955221272074 19.370686607839, -98.9955021397349 19.3707303899215))"
17E,17E|LPAZ_01,La Parroquia de San Sebastián Martir Chimalpa,Iglesia,Calle de Las Flores 2 S/N,Ignacio Zaragoza y Reforma,San Sebastian Chimalpa,"Los Reyes,la Paz",,1,Mampostería histórica,0.079,,,,,Intermedio,Estructuras antiguas,"Daños en la cúpula, daños en el campanario","Irregularidad vertical
Irregularidad en planta",56520,"POLYGON((-98.952534787639 19.381535703158, -98.9525740487456 19.3814095917247, -98.9528643429883 19.381511908548, -98.9528203229597 19.3816332610593))"
17E,17E|LPAZ_02,"Casa 1, Los Reyes",Casa Habitación,Av. Floresta 36,Presa Madin y Rio de las Avenidas,Floresta,"Los Reyes,la Paz",,1,Muros de mampostería confinada,0.079,,,,,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Grieta en muro, desprendimiento de material.",Autoconstrucción / Ampliaciones,56429,"POLYGON((-98.9851645499824 19.3649135172988, -98.9851835856704 19.364826666972, -98.9853025587207 19.3648528410432, -98.9852847127632 19.3649396913699))"
17E,17E|LPAZ_03,"Casa 2, Los Reyes",Casa Habitación,Av.Floresta 27,Presa Madin y Rio de las Avenidas,Floresta,"Los Reyes,la Paz",,2,Muros de mampostería confinada,0.158,,,,,Graves,"Grietas grandes en muros, trabes o columnas",Grietas en muro dañando columnas,Autoconstrucción / Ampliaciones,56429,"POLYGON((-98.984952825491 19.3657046391589, -98.9849728129633 19.3656175508862, -98.9851212913302 19.3656503874481, -98.985102017696 19.3657389033975))"
17E,17E|JILOT_01,"Casa 1, Jilotzingo",Muro de  Contención,Calle Camino Real ( G. Maps) S/N,Calle Luis Donaldo Colosio,Santa Ana Jilotzingo,Jilotzingo,,1,Muros de mampostería no confinada,0.079,,,,,Colapso total,Estructuras débiles y sin ingeniería,Falla del muro de contencion,Autoconstrucción / Ampliaciones,54570,"POLYGON((-99.3988913152098 19.5374807838334, -99.3989103508978 19.5373779911179, -99.3991406827232 19.5374103517876, -99.3991311648792 19.537650201457, -99.3989903007877 19.5376939835395))"
17E,17E|IXTAP_01,Clínica 70,Hospital,Nicolás Bravo 0,Balsas y Nicolás Bravo ampliación,José la Mora,Ixtapaluca,,1,Muros de mampostería confinada,0.079,,,,,Menores,"Grietas pequeñas en muros, trabes o columnas",Daños menores,Ninguno apreciable,56556,"POLYGON((-98.9200523276535 19.3078372811765, -98.920053279438 19.3078372811765, -98.9202883701853 19.3074974941447, -98.9202607684376 19.3074784584567, -98.9202921773229 19.3074384835119, -98.9202588648689 19.307417544255, -98.9203711754284 19.3072576444754, -98.9205624840932 19.3073785210945, -98.920578664428 19.3073528229156, -98.9206862160655 19.3074308692367, -98.9206481446894 19.3074784584567, -98.9207023964004 19.3075174816173, -98.9205729537217 19.3076964170849, -98.9205424966207 19.3076783331813, -98.9203016951669 19.3080019398781))"
17E,17E|IXTAP_02,Parroquia Sta. María Magdalena,Iglesia,"America Latina , (Plazuela Principal 3 en G. Maps) S/N",Cda Recreo y El Popo,Santa Cruz Tlapacoya,Ixtapaluca,,1,Mampostería histórica,0.079,,,,,Menores,Estructuras antiguas,Agrietamiento en cupulas.,"Irregularidad vertical
Irregularidad en planta",56556,"POLYGON((-98.9122012778476 19.3036478377691, -98.9122607643727 19.3035145879527, -98.9122619541032 19.3035145879527, -98.9127402257654 19.3037596724365, -98.9126640830132 19.3039024400967))"
17E,17E|ECATPC_07,"Secundaria 42, Jose Vicente Villada",Barda,Fragata 114,Siderurgia y Vapor,San Miguel Xalostoc,Ecatepec de Morelos,,2,Muros de mampostería confinada,0.158,,,,,Graves,Barda,"Inclinacion de barda, y grietas en la misma.",Autoconstrucción / Ampliaciones,55390,"POLYGON((-99.0815870875169 19.5103772156546, -99.0817355658837 19.5100307661322, -99.0823180579379 19.5102572908199, -99.0821676760023 19.5106113546176))"
17E,17E|ECATPC_03,Clínica 93,Hospital,Vía Morelos 0,Av. Casa Nueva y Circunvalación Sur,Jardines de Casa Nueva,Ecatepec de Morelos,,3,Marcos de concreto con muros de mampostería,0.3272312,,,,,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Daño en columna de carga en área de farmacia en apariencia se ve curveado y columna dentro de farmacia presenta grieta a la mitad,Ninguno apreciable,55420,"POLYGON((-99.051324534934 19.5502279144723, -99.0513445224064 19.5501351154931, -99.0513887803811 19.5500929990333, -99.0514330383558 19.5498488663341, -99.0520076781888 19.5499823540965, -99.0519063131499 19.5503571192049))"
17E,17E|ECATPC_05,Secundaria No. 50,Escuela,"Av. Plaza del 5o. Sol, Cd Azteca S/N",Tollocan e Iztacalco,Ecatepec de Morelos,Ecatepec de Morelos,,2,Marcos de concreto con muros de mampostería,0.2414272,,,,,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Grietas de consideracion y dimencion, grietas en piso y techo.",Efecto de columna corta,55120,"POLYGON((-99.0194801963945 19.5373035798912, -99.0194805874097 19.5373025442292, -99.0194805874097 19.5373037339596))"
17E,17E|ECATPC_08,Ex Juridiccion Sanitaria Ecatepec,Barda,Copernico S/N,Copernico esquina con Av Neptuno,Estrella,Ecatepec de Morelos,,1,Muros de mampostería confinada,0.079,,,,,Graves,Barda,Inclinacion y hundimiento de la barda. Grietas muy importantes en la misma,Autoconstrucción / Ampliaciones,55210,"POLYGON((-99.0509236531659 19.520796009709, -99.051106157825 19.5203569991534, -99.0511080613937 19.520360806291, -99.0514649805446 19.5205009565443, -99.0512746236642 19.5209363979083))"
17E,17E|ECATPC_06,Bodega Comercial,Centro Comercial,"AV, Carlos Hank Gonzalez S/N","AV, Carlos Hank Gonzalez esquina con Picardo Pagaza",Valle de Anahuac,Ecatepec de Morelos,,1,Columnas y losas planas de concreto,0.150977,,,,,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Caida completo del muro parte superior.,Daños previos,55248,"POLYGON((-99.0346642242067 19.5158858305747, -99.0350354201236 19.5150101889245, -99.0355874550769 19.5152267198761, -99.0352067413159 19.5161047409874))"
17E,17E|ECATPC_10,Escuela Secundaria Federalizada Quetzalcoatl,Barda,Paseo de Sta. Clara 114,Av. Circuvalacion Pte y Av. Central Sta Clara,Jardines de Santa Clara,Ecatepec de Morelos,,1,Muros de mampostería confinada,0.079,,,,,Colapso total,Barda,Colapso de barda perimetral.,Autoconstrucción / Ampliaciones,55450,"POLYGON((-99.0389501528248 19.5490079569867, -99.0392775666592 19.5486443753451, -99.0392452059895 19.5486082075377, -99.0393327701545 19.548518739804, -99.0401817618414 19.5492078317113, -99.0397534588603 19.549658977518))"
17E,17E|ECATPC_02,Clínica 92,Hospital,Av. Carlos Hank González 0,Sta. Priscante y Av. Piedad,Cd y Puerto,Ecatepec de Morelos,,3,Marcos de concreto con muros de mampostería,0.3272312,,,,,Graves,"Grietas grandes en muros, trabes o columnas","Fugas de gas, daño en columnas, desfasamiento de la estructura, columnas periféricas con daños, escalera principal de acceso",Ninguno apreciable,55130,"POLYGON((-99.0309543366924 19.52821080886, -99.0309562402612 19.5282079535067, -99.0310038294813 19.5281194375573, -99.0310466597794 19.5280965947317, -99.0311401250078 19.5278753524473, -99.0311437417884 19.5278624557687, -99.0311485007105 19.5278634075532, -99.0316872106822 19.528064234062, -99.0316462839529 19.5281860624655, -99.0315948875952 19.5282146159975, -99.0315101787833 19.5284344781944))"
17E,17E|ECATPC_04,HGR 196,Hospital,Av. Carlos Hank González 0,Sta. Priscante y Av. Piedad,Cd y Puerto,Ecatepec de Morelos,,4,Marcos de concreto con muros de mampostería,0.4060306,,,,,Graves,"Grietas grandes en muros, trabes o columnas","Unidad evacuada por grietas en pisos, columnas de carga, estructura dañada",Irregularidad en planta,55130,"POLYGON((-99.0309632662619 19.5289789443611, -99.0310798598511 19.5287164898122, -99.031084142881 19.5287076858065, -99.0313696782017 19.5288238035035, -99.0312526087202 19.5290941102737))"
17E,17E|ECATPC_09,Primaria Federalizada Ramon Lopez Velarde,Escuela,Jilguero S/N,Mirlo y Av. Halcon,Rinconada de Aragon,Ecatepec de Morelos,,2,Muros de mampostería confinada,0.158,,,,,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Grietas al interior asi como separacion muro-losa, daño en barda perimetral",Efecto de columna corta,55140,"POLYGON((-99.0238288235839 19.5259925626804, -99.0239901510402 19.5255685427289, -99.0245683600645 19.5257926879557, -99.0243913281657 19.5262152802305))"
17E,17E|CUAU_01,Primaria Alberto Larios Villalpando,Escuela,Juan Diego 8AB,Camino a rancho Xaltipa y Maria Guadalupe Suarez,Villas de Cuautitlan ( G. Maps),Cuautitlan,,1,Muros de mampostería confinada,0.079,,,,,Graves,"Grietas grandes en muros, trabes o columnas","Daño en columna y trabe, Caida de materual en ambas estructuras","Edificio alargado
Autoconstrucción / Ampliaciones",54870,"POLYGON((-99.1622516993097 19.6738223444592, -99.1631112795981 19.6735516807697, -99.1631291255555 19.673715268714, -99.163063690378 19.6740037783609))"
17E,17E|COAC_01,Hospital general de zona 98,Hospital,Blvrd Coacalco 81,José López Portillo y Arrayanes,Villa de las Flores,Coacalco,,3,Marcos de concreto con muros de mampostería,0.3272312,,,,,Menores,Grietas en acabados y elementos no estructurales,Daños menores,Irregularidad en planta,55710,"POLYGON((-99.0981255664323 19.6380399540775, -99.0981309350913 19.638031901089, -99.0981604627152 19.6379325808996, -99.0981925854388 19.6378897506013, -99.0982532616944 19.6376434763874, -99.0990634681669 19.6378147975798, -99.0989523399021 19.6382198041503))"
17E,17E|ECATPC_01,Clínica 91,Hospital,Av. José López Portillo 0,Benito Juárez y Venustiano Carranza,San Francisco Coacalco,Ecatepec de Morelos,,2,Marcos de concreto con muros de mampostería,0.2414272,,,,,Menores,Grietas en acabados y elementos no estructurales,Ninguna,Ninguno apreciable,55700,"POLYGON((-99.0976823058124 19.634016924253, -99.0978060377848 19.6334344321988, -99.098866325609 19.6336324033545, -99.0987692435999 19.6344052522892))"
17E,17E|CHIMA_08,Primaria Independencia,Escuela,Dr. Luis Mora S/N,Cehuan y Organización Popular,Herreros,CHIMALHUACAN,,2,Marcos de concreto con muros de mampostería,0.2414272,,,,,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Grieta en columna de la entrada y grietas en trabes y muros de .,Autoconstrucción / Ampliaciones,56334,"POLYGON((-98.9432105154154 19.4352279211756, -98.9432276475346 19.4349937822126, -98.9433742223326 19.4350033000566, -98.9433570902133 19.4352412461573))"
17E,17E|CHIMA_06,Primaria Josefa Ortiz de Dominguez,Escuela,Amoxtli 36,Organización Popular y Sindicalismo,Hojalateros,CHIMALHUACAN,,2,Marcos de concreto con muros de mampostería,0.2414272,,,,,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Deformaciones en losa, caída de apanados y expocisión de acero de refuerzo",Efecto de columna corta,56366,"POLYGON((-98.964309126481 19.4342817697498, -98.9644062084901 19.4342646376304, -98.9644361896988 19.4343717133756, -98.9643391076897 19.4343917008482))"
17E,17E|CHIMA_01,Sears,Comercio,Av Nezahualcóyotl S/N,Primavera y Francisco I. Madero,Santa Maria Nativitas,CHIMALHUACAN,,3,Marcos de concreto,0.4058074,,,,,Menores,Grietas en acabados y elementos no estructurales,Fisuras en fachada. Desprendimiento de aplanados.,Ninguno apreciable,56335,"POLYGON((-98.9289293921429 19.411217240939, -98.9290074384638 19.4108593700038, -98.9298297801874 19.4112115302326, -98.9296832053895 19.4115237155166, -98.9296165804813 19.4115218119478, -98.9292910702157 19.4114209228011))"
